symbol,EPS,volume,averageDailyV,float,lastClose,open,lastTrade,lastTradeDate,50DayMA
"ONFC",0.50,0,4755,N/A,N/A,N/A,N/A,"12/4/2015",21.35
"AHH",0.97,222672,293383,35299000,14.15,14.18,14.47,"11/18/2016",13.41
"KR",2.11,5340260,11261700,938470000,33.52,33.51,33.45,"11/18/2016",31.17
"SMED",-0.0750,15487,20909,11790000,4.3800,4.7400,4.3689,"11/18/2016",4.1036
"GPS.V",-0.01,6000,91297,N/A,N/A,N/A,N/A,"10/5/2015",0.90
"GY",-1,0,507124,N/A,21,N/A,21,"4/24/2015",22
"IOC",-5.28,354168,396880,45449000,47.42,47.44,47.91,"11/18/2016",49.16
"ACN",6.45,2123479,2559400,618956000,118.37,118.25,118.43,"11/18/2016",117.55
"ITW",5.48,1064827,1640800,350492000,124.09,123.94,123.96,"11/18/2016",117.16
"SUP.V",-0.022,240000,792683,178965000,0.040,0.040,0.035,"11/18/2016",0.041
"KMR",2,0,N/A,N/A,N/A,N/A,N/A,N/A,0
"SNR.V",-0.00,31500,9450,N/A,0.55,0.50,0.55,"11/17/2016",0.67
"MANH",1.66,431348,618706,70602000,53.93,53.95,53.42,"11/18/2016",53.78
"GNTX",1.20,3222274,2059520,281829000,18.04,17.97,18.01,"11/18/2016",17.22
"GOOGL",27.32,1806264,1746920,594614000,786.16,787.17,775.97,"11/18/2016",802.49
"RJF",3.65,524048,658959,124874000,72.71,72.84,73.28,"11/18/2016",61.22
"TECH",2.62,81777,170855,34909000,105.44,105.36,104.78,"11/18/2016",105.12
"AAP",6.19,1226554,1183460,65504000,166.32,166.12,162.57,"11/18/2016",145.16
"OFIX",0.52,122653,110383,14480000,38.02,37.95,38.37,"11/18/2016",38.74
"THO",4.88,531856,683715,50324000,87.61,87.75,86.51,"11/18/2016",81.85
"THR",0.55,143850,141734,28102000,20.28,20.33,20.27,"11/18/2016",19.36
"ULTI",0.88,324104,236855,28329000,210.81,210.50,209.81,"11/18/2016",205.76
"CIX.TO",1.86,360803,486858,255805000,25.52,25.57,25.80,"11/18/2016",24.81
"MYRG",1.06,160262,120597,15443000,37.06,36.70,36.84,"11/18/2016",31.31
"CUS.TO",-0.23,161950,676522,186333000,1.55,1.55,1.54,"11/18/2016",1.52
"ESGR",18.21,52240,23828,13322000,199.35,200.45,197.50,"11/18/2016",172.46
"OKE",1.35,1099604,1867490,208585000,49.83,50.07,50.42,"11/18/2016",49.37
"PFC.V",-0.01,12000,44433,29618000,0.08,0.08,0.08,"11/18/2016",0.08
"FRME",1.81,159539,120573,40257000,33.12,33.08,33.97,"11/18/2016",28.20
"MC",1.65,133316,95355,18481000,28.30,28.30,28.95,"11/18/2016",25.86
"EMC",1.07,0,15612900,N/A,29.05,N/A,29.05,"11/10/2016",28.52
"MTRX",1.05,223091,181977,25965000,19.90,19.50,19.65,"11/18/2016",18.48
"LOGM",0.27,231131,310517,24524000,103.50,103.65,105.20,"11/18/2016",94.00
"V",2.56,7920808,8785820,1859155000,81.07,81.15,80.82,"11/18/2016",81.95
"ADM",2.65,3289861,2829260,561400000,43.00,42.92,43.49,"11/18/2016",43.64
"FFIC",2.15,123845,57411,24613000,26.61,26.74,26.69,"11/18/2016",23.33
"YRB-A.TO",-0.002,105500,165620,213881000,0.115,0.105,0.115,"11/17/2016",0.111
"KDX.TO",0.13,771152,915346,117763000,6.23,6.20,6.44,"11/18/2016",6.99
"ISBC",0.57,1895122,2647800,261090000,13.73,13.76,13.79,"11/18/2016",12.34
"NLSN",1.63,7806063,2613560,350849000,43.41,43.27,42.64,"11/18/2016",48.96
"BZT",0.71,0,18373,N/A,28.07,N/A,28.07,"7/14/2015",27.44
"TGT",5.40,6057511,5333040,574433000,76.13,75.90,76.19,"11/18/2016",68.88
"LUB",-0.35,39889,24697,17264000,4.20,4.23,4.18,"11/18/2016",4.18
"USAC",-2.77,76931,105294,15842000,18.16,18.25,18.44,"11/18/2016",18.43
"MSB",0.54,9291,31500,13086000,10.20,10.15,10.35,"11/18/2016",9.38
"TCS.TO",0.40,3725,6478,8592000,9.69,9.65,9.75,"11/18/2016",9.58
"EMAN",-0.23,26613,71198,18222000,2.20,2.20,2.15,"11/18/2016",2.46
"NXTD",-3.73,106448,109894,2946000,3.89,4.00,3.59,"11/18/2016",3.03
"ADBE",1.96,2358168,2406760,495422000,105.81,106.19,105.02,"11/18/2016",107.33
"TTD.V",-0.02,14500,42638,31684000,0.04,0.04,0.04,"11/18/2016",0.04
"BREW",0.05,100479,260898,8989000,15.10,15.25,15.75,"11/18/2016",16.76
"UNP",4.99,3653396,3987220,823016000,98.81,98.93,99.83,"11/18/2016",94.14
"IVAC",-0.62,52793,24351,19847000,6.55,6.60,6.45,"11/18/2016",5.94
"AAPL",8.31,28428917,37195600,5312903000,109.95,109.72,110.06,"11/18/2016",113.22
"SLF.TO",3.72,827646,1063680,612574000,51.56,51.46,51.99,"11/18/2016",45.32
"FM.TO",0.07,4318468,4287040,675783000,14.37,14.29,13.81,"11/18/2016",12.11
"UNH",6.77,5664818,3612610,900520000,150.77,151.05,149.45,"11/18/2016",141.43
"MBVT",2.08,39705,34672,5844000,48.05,48.25,49.25,"11/18/2016",38.90
"HTH",1.33,771442,303065,76385000,27.21,27.35,27.90,"11/18/2016",24.35
"JJSF",4.05,59927,65697,14844000,122.19,122.47,124.17,"11/18/2016",118.89
"MTOR",0.82,1654297,729085,72468000,12.43,12.46,12.21,"11/18/2016",10.87
"SYRX",-0.6540,75312,61842,18369000,0.1800,0.1800,0.1805,"11/18/2016",0.2365
"NHI",4.27,267770,265134,37777000,69.25,69.53,70.29,"11/18/2016",74.72
"GIG",0.01,375690,536877,64339000,2.80,2.81,2.79,"11/18/2016",2.50
"HMNY",-1.08,277746,274341,319000,5.93,5.82,5.62,"11/18/2016",6.75
"INS",-0.0730,214,2970,4783000,4.3000,4.4399,4.4399,"11/18/2016",3.7411
"CCNE",1.45,34393,20534,13388000,24.00,24.00,23.94,"11/18/2016",20.69
"JE",2.08,176663,147317,99097000,5.31,5.31,5.37,"11/18/2016",5.16
"DW",4.81,290061,234691,23745000,99.60,100.05,99.60,"11/18/2016",93.05
"KGI.TO",0.14,642439,839659,N/A,11.79,11.93,11.58,"9/14/2016",11.52
"PNTR",0.42,12893,18373,4163000,7.60,7.75,7.50,"11/18/2016",7.48
"AT.V",-0.09,1045698,30186,8054000,2.35,2.37,2.20,"11/18/2016",1.99
"NAP",1.38,43888,91014,9969000,10.26,10.18,10.54,"11/18/2016",10.75
"KLXI",-7.59,281376,356497,48033000,38.67,38.62,39.28,"11/18/2016",35.12
"BBEP",-12.61,0,N/A,N/A,N/A,N/A,N/A,N/A,0.12
"AKRX",1.48,904275,1393680,82008000,22.27,22.22,21.89,"11/18/2016",24.94
"HIG",3.47,1666546,2932270,376929000,46.97,46.93,47.25,"11/18/2016",44.10
"LMAT",0.55,158873,158880,13823000,24.61,24.77,24.67,"11/18/2016",19.97
"CSGP",2.43,226126,199470,29717000,198.99,198.52,194.78,"11/18/2016",200.81
"LUNA",0.17,360488,106422,23834000,1.40,1.44,1.52,"11/18/2016",1.34
"FSTR",-9.51,38759,52788,8485000,11.95,12.00,12.10,"11/18/2016",12.19
"FIS",1.44,2242406,1749040,321006000,75.87,75.95,77.12,"11/18/2016",76.05
"PKE",0.67,59351,49529,19061000,17.45,17.53,18.06,"11/18/2016",15.80
"EEQ",-4.10,224159,218236,52165000,22.54,22.73,22.90,"11/18/2016",24.14
"GRFS",0.42,492730,781280,1099598000,15.51,15.38,15.36,"11/18/2016",15.27
"SYNC",-0.19,337083,123753,21195000,3.00,2.80,3.00,"11/18/2016",2.85
"MBG.V",-0.04,1500,24060,11067000,0.30,0.30,0.30,"11/18/2016",0.32
"CASM",-0.19,72500,23461,7110000,1.65,1.69,1.73,"11/18/2016",1.70
"BCEI",-15.96,610821,2148700,49151000,1.00,1.00,1.01,"11/18/2016",1.00
"FLT",4.32,1647337,857225,84466000,150.70,154.33,150.20,"11/18/2016",164.52
"RJET",0.50,0,2555280,N/A,N/A,N/A,N/A,"3/7/2016",2.07
"ETR",7.16,1298358,1400430,178715000,68.18,68.09,67.83,"11/18/2016",72.37
"BRKR",0.88,966476,663257,105498000,23.16,23.09,23.09,"11/18/2016",21.75
"CALM",2.94,270320,533484,29215000,39.95,39.85,40.00,"11/18/2016",38.34
"AIMC",1.15,169571,115080,21630000,35.00,35.10,34.90,"11/18/2016",30.30
"BA",6.54,2214419,3506130,574785000,145.33,145.18,146.35,"11/18/2016",139.30
"CXO",-10.26,1555254,1434560,129221000,130.44,131.12,130.05,"11/18/2016",134.40
"JMI",-1.94,0,157718,N/A,7.18,N/A,7.18,"4/6/2016",6.72
"SAFM",6.24,1264709,527466,19770000,82.02,82.12,81.04,"11/18/2016",89.66
"APL",1,0,N/A,N/A,27,N/A,27,"2/27/2015",0
"DXCM",-0.68,808545,1037790,77531000,72.01,72.41,71.40,"11/18/2016",75.92
"TRAK",-0.67,0,1215340,N/A,N/A,N/A,N/A,"9/30/2015",62.69
"TYPE",0.47,237935,237267,39165000,19.45,19.45,19.40,"11/18/2016",20.40
"DE",4.99,2398470,3064620,260612000,91.77,91.69,91.96,"11/18/2016",87.70
"ILMN",2.98,1741632,1329650,145132000,134.09,133.70,131.87,"11/18/2016",146.95
"APAM",1.62,404601,423046,40080000,28.55,28.55,29.20,"11/18/2016",27.09
"HIW",5.19,869067,557119,98459000,47.33,47.52,47.54,"11/18/2016",48.99
"RARE",-5.88,469384,641095,32035000,81.42,81.18,82.72,"11/18/2016",67.32
"CGNX",1.50,906042,430229,81455000,59.01,58.85,58.85,"11/18/2016",53.32
"RVBD",0,0,2377520,N/A,N/A,N/A,N/A,"4/23/2015",21
"OTIC",-3.69,81619,146855,20550000,18.15,18.20,18.10,"11/18/2016",16.70
"MWA",0.39,1214488,1102440,155600000,13.36,13.34,13.32,"11/18/2016",12.25
"PGI",0,0,803820,N/A,N/A,N/A,N/A,N/A,14
"KAY-P.V",N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"SPN",-6.04,2802727,3407250,149128000,15.89,15.94,15.65,"11/18/2016",16.56
"LEAF",-1,0,531669,N/A,N/A,N/A,N/A,N/A,47
"AEP",1.44,2775742,2801150,491620000,58.86,58.84,58.44,"11/18/2016",62.22
"KNX",1.23,798837,1045150,58588000,34.70,34.70,34.70,"11/18/2016",29.64
"AMZG",-9,0,754084,N/A,N/A,N/A,N/A,N/A,0
"TZR.V",-0.05,700,23494,57358000,0.03,0.03,0.03,"11/15/2016",0.03
"LJPC",-3.78,70243,145545,8850000,21.06,21.17,20.50,"11/18/2016",20.08
"OMCL",0.22,237730,151955,35161000,33.55,33.75,33.80,"11/18/2016",34.58
"BRS",-2.69,401532,1021930,31865000,13.63,13.71,13.85,"11/18/2016",12.31
"LYB",8.99,1900992,3114950,330974000,83.01,82.72,83.12,"11/18/2016",80.74
"SFUN",-0.42,3749533,3306990,271256000,2.97,3.03,2.86,"11/18/2016",3.58
"A",1.44,3148538,2069390,324001000,45.94,45.91,45.04,"11/18/2016",45.49
"AWI",1.13,351401,556972,33045000,41.00,41.05,40.85,"11/18/2016",39.71
"CVT",-0.57,3219537,399537,30465000,35.72,35.96,35.97,"11/18/2016",31.18
"WFT",-4.78,26812081,26254300,890681000,5.06,5.06,4.83,"11/18/2016",5.35
"SJT",0.24,231820,139794,43008000,5.92,6.00,6.19,"11/18/2016",6.17
"JIVE",-0.31,260081,169992,46666000,3.95,3.95,4.00,"11/18/2016",3.99
"HIBB",3.07,2130093,334252,19901000,45.30,39.15,40.40,"11/18/2016",40.76
"FCB",2.35,357592,247269,29264000,40.45,40.50,41.20,"11/18/2016",37.83
"OSL-UN.TO",N/A,19700,1427,N/A,9.85,9.85,9.83,"11/18/2016",10.18
"BKU",2.03,769057,1036820,102333000,35.09,35.07,35.24,"11/18/2016",30.29
"AMOT",0.89,20817,33344,5808000,21.44,21.59,21.21,"11/18/2016",19.76
"PRU",10.61,2269575,2732600,435981000,98.46,99.27,99.15,"11/18/2016",86.89
"LII",5.59,232183,393289,38779000,153.96,153.79,152.20,"11/18/2016",151.36
"BCRX",-0.94,589055,819144,42557000,5.86,5.89,5.98,"11/18/2016",4.54
"ACHC",-0.02,1068707,1278090,66804000,38.34,38.25,38.58,"11/18/2016",41.32
"LLTC",2.03,1808224,2163270,242700000,60.81,60.46,61.00,"11/18/2016",59.76
"ADT",1.70,0,N/A,N/A,41.98,N/A,41.98,"4/29/2016",41.98
"GALE",-0.21,508333,3177170,185404000,3.36,3.32,3.58,"11/18/2016",0.72
"TXRH",1.66,581701,918462,64274000,45.46,45.54,45.40,"11/18/2016",40.32
"WTW",0.67,540766,930862,27421000,11.59,11.56,11.26,"11/18/2016",10.66
"AGEN",-1.35,1557730,1344390,73877000,5.11,5.12,4.92,"11/18/2016",5.59
"BC",2.69,869034,1082540,90345000,47.78,47.68,46.90,"11/18/2016",46.87
"MAGS",0.06,537119,34498,6558000,5.33,5.35,5.89,"11/18/2016",4.54
"CALL",0.55,88888,92951,11560000,7.10,7.20,7.00,"11/18/2016",6.21
"TGI",-22.69,681371,696072,45409000,27.95,28.05,27.15,"11/18/2016",25.67
"AMAT",1.27,23958862,13680500,1077986000,30.73,30.47,30.74,"11/18/2016",29.04
"FCSC",-0.7400,153203,139446,20168000,0.7251,0.7221,0.8224,"11/18/2016",0.6681
"POR",2.06,447903,547948,88515000,41.57,41.54,41.74,"11/18/2016",41.86
"KALU",4.49,204411,172902,17390000,81.67,81.47,82.03,"11/18/2016",78.38
"NTLS",-2.31,350078,206194,N/A,9.26,9.24,9.26,"5/6/2016",9.23
"LTRX",-0.11,27653,79100,8769000,1.40,1.42,1.39,"11/18/2016",1.46
"CMC",0.47,1459045,1607060,113881000,21.41,21.44,21.06,"11/18/2016",16.98
"WTFC",3.37,375744,270541,50922000,63.40,63.55,64.32,"11/18/2016",55.88
"NVDA",1.96,14401499,10862100,509100000,92.39,92.39,93.36,"11/18/2016",71.90
"YUM",3.89,4719453,5039350,344662000,60.76,61.83,62.36,"11/18/2016",62.28
"WAB",3.97,372481,948898,85535000,86.20,86.06,85.63,"11/18/2016",80.86
"IIVI",1.03,524576,341750,54869000,29.60,29.75,30.70,"11/18/2016",26.72
"RGLD",-0.04,553552,745994,64700000,68.16,67.55,68.11,"11/18/2016",69.38
"STS",1.22,217369,461631,13566000,14.07,14.02,13.73,"11/18/2016",15.19
"AEGN",-0.60,320460,190808,31990000,23.99,24.06,23.72,"11/18/2016",19.86
"NAT",0.73,903494,1972390,86366000,9.05,9.05,9.06,"11/18/2016",9.10
"KMT",-3.02,886859,1105850,79380000,33.57,33.44,33.28,"11/18/2016",29.69
"LOPE",2.95,1061358,305602,45317000,56.46,56.09,56.40,"11/18/2016",44.85
"EGLT",-3.11,294075,464358,12161000,7.99,8.07,7.99,"11/18/2016",6.92
"WBMD",1.79,440773,570328,31279000,53.91,53.95,53.78,"11/18/2016",51.23
"MCY",2.21,334183,150943,27153000,58.41,58.32,58.72,"11/18/2016",54.52
"MNRO",1.90,581090,285750,31376000,57.95,57.85,57.00,"11/18/2016",57.51
"PBCT",0.91,3182194,3302980,301061000,18.26,18.31,18.29,"11/18/2016",16.43
"TERP",-0.79,1929654,976749,59675000,13.01,12.96,13.62,"11/18/2016",13.00
"CLR",-1.53,3664295,2783760,82172000,49.63,50.21,51.07,"11/18/2016",50.39
"BRLI",1.82,0,653202,N/A,N/A,N/A,N/A,"8/19/2015",41.81
"EMN",5.78,629888,1475800,146958000,74.47,74.28,74.18,"11/18/2016",69.03
"SWN",-11.38,13730892,14963900,448609000,10.37,10.60,10.54,"11/18/2016",11.61
"WG",0.71,162274,147083,45512000,2.20,2.24,2.26,"11/18/2016",1.83
"HRC",1.86,553322,605677,59285000,55.75,55.81,55.45,"11/18/2016",58.09
"VSTM",-1.20,66731,168280,31686000,1.23,1.23,1.24,"11/18/2016",1.31
"GLMD",-1.270,35688,112677,5661000,3.700,3.611,3.805,"11/18/2016",3.813
"TTMI",0.46,5406002,1974930,72065000,13.19,13.26,13.01,"11/18/2016",12.44
"SLH",-2,0,981262,N/A,N/A,N/A,N/A,N/A,54
"HSIC",6.02,1382512,710755,80461000,158.89,158.33,156.96,"11/18/2016",155.84
"NZZ.V",-0.03,16,100,N/A,0.09,0.09,0.09,"10/18/2016",0.08
"FWRD",1.25,113138,149105,28489000,48.46,48.60,48.55,"11/18/2016",43.48
"ESV",-6.21,7570229,8879020,299725000,8.40,8.50,8.46,"11/18/2016",8.26
"BITA",-1.13,318693,563632,28682000,22.48,22.51,22.40,"11/18/2016",26.44
"IPXL",-2.56,969735,1113030,57677000,14.75,14.85,14.50,"11/18/2016",20.16
"IDN",-0.70,51753,56580,7391000,2.56,2.57,2.54,"11/18/2016",1.80
"STRM",-0.30,9070,34891,13847000,1.73,1.70,1.73,"11/18/2016",1.83
"NCTY",-2.43,125197,18540,12009000,1.45,1.41,1.50,"11/18/2016",1.57
"YORW",0.97,42384,28606,12729000,33.65,33.55,34.45,"11/18/2016",30.67
"SNDK",2.04,8681601,N/A,N/A,76.18,76.53,76.18,"5/11/2016",76.18
"OEL.V",0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TE",0.81,0,2211200,N/A,27.64,N/A,27.64,"6/30/2016",27.60
"GAIA",4.14,195443,92672,8598000,8.90,8.95,9.55,"11/18/2016",7.30
"NCT",1.28,338013,192951,61574000,4.56,4.58,4.51,"11/18/2016",4.49
"FLTX",0.77,0,477115,38390000,60.00,N/A,60.00,"11/4/2016",59.94
"SIVB",7.10,368188,531166,51775000,149.80,149.79,150.84,"11/18/2016",124.29
"CCS",2.23,80440,78698,13165000,20.70,20.80,21.35,"11/18/2016",20.54
"LEU",-19.27,16851,33739,5332000,4.39,4.60,4.44,"11/18/2016",3.93
"CGI",0.38,463730,454452,22520000,8.05,8.05,7.90,"11/18/2016",7.17
"AVID",0.97,781919,557005,31856000,4.95,4.98,4.68,"11/18/2016",6.60
"MUR",-4.65,3899966,3400040,164090000,30.30,30.53,30.73,"11/18/2016",28.63
"TROW",4.43,1461390,1807290,234328000,73.18,73.33,73.47,"11/18/2016",66.70
"KSU",4.51,1494401,1662890,106860000,86.00,85.91,87.57,"11/18/2016",89.94
"ASGN",1.72,360763,362156,49050000,41.32,41.35,41.56,"11/18/2016",36.65
"TTEK",1.42,637553,364561,56785000,41.55,41.65,40.80,"11/18/2016",37.92
"HRT",-0.35,200,3646,1926000,3.95,4.07,4.05,"11/18/2016",4.15
"EE",2.27,418021,184802,39961000,44.20,44.30,44.35,"11/18/2016",44.66
"WAL",2.41,496992,692815,93729000,43.99,44.00,43.99,"11/18/2016",38.81
"AVGO",-2.28,1952417,2672550,396844000,167.04,166.75,168.16,"11/18/2016",171.28
"TSRE",-0.34,0,2445,N/A,N/A,N/A,N/A,"9/16/2015",6.79
"CTRE",0.49,1204982,370646,56883000,13.62,13.66,13.76,"11/18/2016",13.93
"GEL",1.06,288559,446245,100486000,33.84,33.96,34.12,"11/18/2016",35.46
"ICLR",4.46,385967,431134,54741000,77.22,77.15,76.21,"11/18/2016",79.10
"KEYS",3.03,1035224,565669,169518000,35.22,35.30,35.89,"11/18/2016",32.57
"LOW",3.09,10624567,6070580,873259000,67.95,67.92,69.31,"11/18/2016",69.31
"FTNT",0.03,3407045,2250430,148116000,31.64,31.79,30.96,"11/18/2016",32.31
"DRII",1.95,0,224458,N/A,30.22,N/A,30.22,"9/1/2016",30.22
"WSBC",2.20,111691,113297,40380000,38.68,38.55,39.49,"11/18/2016",34.03
"GGAL",2.65,157509,231597,90257000,28.60,28.42,28.34,"11/18/2016",30.64
"NP",3.98,145170,88605,16446000,84.35,84.30,85.00,"11/18/2016",79.78
"LEN",3.80,1900931,2404530,202050000,43.21,43.11,43.47,"11/18/2016",41.62
"PNK",-7.70,359774,593858,49551000,14.05,14.02,14.01,"11/18/2016",12.53
"SC",1.90,1552918,1562680,84266000,13.77,13.79,13.60,"11/18/2016",12.60
"NAVG",5.26,62313,48785,11093000,103.80,103.80,103.80,"11/18/2016",96.88
"LBTYK",-0.69,2633822,2526920,852707000,32.00,31.82,31.76,"11/18/2016",31.45
"NEO",-0.24,239386,302348,52874000,8.89,8.92,9.10,"11/18/2016",8.07
"GIS",2.75,2227876,3417270,589833000,61.36,61.36,61.26,"11/18/2016",61.79
"ASPX",-3,0,634233,N/A,N/A,N/A,N/A,"4/23/2015",94
"CERN",1.89,3731014,2545650,274100000,49.59,49.55,49.53,"11/18/2016",56.72
"HWD.TO",1.21,20243,43129,14815000,18.02,18.28,17.89,"11/18/2016",18.71
"CHTR",16.81,1796842,2634740,206945000,265.48,264.19,262.70,"11/18/2016",259.72
"BDGE",1.96,67882,66782,14856000,31.40,31.40,32.00,"11/18/2016",28.59
"BRK-B",9.44,3383264,3490980,1325000,158.39,158.35,157.75,"11/18/2016",146.59
"BBG",-2.74,1408523,2142300,51905000,6.66,6.74,6.75,"11/18/2016",5.64
"MBFI",2.17,446808,510941,73978000,42.79,43.00,42.90,"11/18/2016",37.89
"VAR",4.19,1659820,870537,93432000,89.52,89.28,88.25,"11/18/2016",94.02
"MEP",-1.76,36290,88166,18472000,6.90,7.00,6.90,"11/18/2016",7.98
"LYV",-0.12,936232,1121140,130588000,28.56,28.48,28.05,"11/18/2016",27.61
"TC",-1.31,0,972013,N/A,N/A,N/A,N/A,N/A,0.21
"LDR",1.85,76597,45063,9410000,51.80,51.95,51.25,"11/18/2016",44.60
"ROKA",-20.13,49058,301355,310000,4.50,4.50,4.14,"11/18/2016",4.04
"TSS",1.78,885270,1379940,180544000,50.22,50.24,50.32,"11/18/2016",48.60
"EL",2.93,2023079,1906060,218663000,78.11,77.86,77.41,"11/18/2016",84.50
"OBCI",0.05,43074,36019,3471000,3.56,3.59,3.42,"11/18/2016",2.89
"PVG.TO",-0.37,367148,559730,149264000,11.57,11.45,11.37,"11/18/2016",12.41
"ARNA",-0.38,1288046,1700730,215313000,1.57,1.56,1.58,"11/18/2016",1.62
"MNTX",-1.64,15308,48353,13727000,5.65,5.71,5.76,"11/18/2016",5.37
"SXI",3.91,53668,64802,12474000,87.70,87.70,87.95,"11/18/2016",85.10
"MR",1.49,0,965593,N/A,27.94,N/A,27.94,"3/3/2016",27.20
"ADP",3.34,1636557,1722390,451761000,94.38,94.31,94.39,"11/18/2016",88.78
"LMOS",0.08,131261,87789,20506000,14.25,14.17,14.33,"11/18/2016",14.18
"SLXP",-7,0,4057860,N/A,N/A,N/A,N/A,"3/13/2015",173
"ZEN",-1.13,2189262,983852,70875000,22.76,22.76,22.27,"11/18/2016",26.48
"WNS",1.06,71398,216152,45139000,25.78,25.78,25.89,"11/18/2016",27.57
"EME",3.12,553249,418697,59736000,70.48,70.64,69.87,"11/18/2016",60.88
"AGII",4.99,177279,125167,29195000,65.90,66.20,65.20,"11/18/2016",58.29
"EVDY",-0.71,306069,568291,19136000,10.45,10.45,10.50,"11/18/2016",9.43
"TBBK",-1.22,345604,266020,52753000,7.05,7.02,7.19,"11/18/2016",6.78
"AD.TO",1.79,119227,165452,34620000,20.36,20.36,20.26,"11/18/2016",20.54
"MYOS",-1.35,72041,17255,1371000,1.75,1.65,1.71,"11/18/2016",1.54
"LTBR",-1.30,88920,81639,4639000,1.52,1.45,1.56,"11/18/2016",1.57
"Y.TO",1.51,36697,40425,23487000,19.02,18.92,18.00,"11/18/2016",20.91
"CRDS",-0.62,17100,39872,818000,5.10,5.05,5.12,"11/18/2016",4.04
"AAT",0.70,275674,183158,40032000,40.12,40.14,40.14,"11/18/2016",40.28
"GWB",2.14,522582,348303,54914000,39.15,39.24,39.30,"11/18/2016",33.91
"FTG.TO",0.56,89342,77243,15052000,3.58,3.60,3.68,"11/18/2016",3.20
"MMM",7.93,1711068,1895300,601105000,172.77,172.60,172.96,"11/18/2016",170.15
"WEC",2.91,2456704,1878550,314995000,55.53,55.42,55.53,"11/18/2016",57.56
"TOF",0.02,0,27773,2270000,2.15,N/A,2.15,"10/21/2016",2.51
"CFR",4.30,533165,498673,54290000,83.08,83.02,83.18,"11/18/2016",75.63
"TET.TO",-1.16,127018,228259,63196000,5.99,6.09,5.99,"11/18/2016",7.08
"BANC",1.83,823240,1764090,42091000,14.20,14.30,14.80,"11/18/2016",14.77
"OGE",1.55,606878,912212,198577000,30.63,30.63,30.85,"11/18/2016",30.63
"SYA",1,0,668363,N/A,N/A,N/A,N/A,N/A,32
"TPN.V",-1.25,139060,17347,9965000,0.09,0.09,0.09,"11/17/2016",0.07
"SNA",8.96,236543,495303,57518000,167.55,167.20,167.77,"11/18/2016",155.06
"RHI",2.77,1485815,1328010,123450000,44.95,44.71,44.76,"11/18/2016",39.00
"IBOC",2.01,296682,164903,52126000,38.45,38.50,38.75,"11/18/2016",31.86
"RHT",1.19,956968,1480580,178390000,79.82,79.96,79.03,"11/18/2016",77.43
"TWX",5.62,4769008,6410910,776877000,90.69,90.64,91.35,"11/18/2016",84.29
"ANDE",-1.62,295535,114502,26280000,38.50,38.60,39.00,"11/18/2016",37.00
"VR",5.04,441030,466298,73070000,54.06,54.13,53.71,"11/18/2016",51.21
"STRA",3.35,135933,89817,9897000,70.38,70.81,71.93,"11/18/2016",54.40
"TRCH",-0.97,1671167,224731,29962000,1.13,1.18,1.40,"11/18/2016",0.90
"MCRL",0.25,0,1069300,N/A,N/A,N/A,N/A,"8/3/2015",13.92
"MAR",2.81,1647256,3847550,210651000,77.47,77.42,77.14,"11/18/2016",69.69
"EXL",0,0,728761,N/A,16,N/A,16,"7/31/2015",16
"IRBT",1.66,322325,340881,26338000,54.80,55.00,55.04,"11/18/2016",47.39
"NBG",-1,0,16446500,N/A,N/A,N/A,N/A,N/A,1
"CMI",6.88,1281410,1517880,167051000,135.43,135.32,135.03,"11/18/2016",128.86
"TWTR",-0.55,12503189,33679900,607763000,18.55,18.73,18.73,"11/18/2016",18.79
"LXK",-1.08,771168,865015,62085000,40.20,40.24,40.20,"11/18/2016",39.78
"CEVA",0.48,140047,129336,17515000,31.55,31.40,31.55,"11/18/2016",31.58
"PLOW",1.93,89731,112455,21813000,32.05,32.20,31.45,"11/18/2016",30.89
"ATML",0.06,14017842,7536300,N/A,8.14,8.13,8.14,"4/4/2016",8.10
"NETE",-1.80,161546,431825,9369000,0.91,0.90,0.84,"11/18/2016",1.08
"AXL",3.28,1827919,1387540,73132000,15.71,15.70,15.67,"11/18/2016",16.51
"IPGP",4.58,79526,240952,45346000,96.08,96.19,95.98,"11/18/2016",88.76
"AOI",7.34,61939,39977,7125000,15.75,15.75,15.55,"11/18/2016",16.91
"SWIR",-0.02,230631,194826,31016000,15.50,15.40,15.95,"11/18/2016",14.13
"KNDI",0.12,199910,308765,34562000,3.90,3.95,3.65,"11/18/2016",4.96
"GST",-2.63,4137754,1274990,96135000,1.12,1.12,1.25,"11/18/2016",1.06
"CPE",-2.05,2570557,4467340,129937000,14.38,14.52,14.55,"11/18/2016",14.57
"JCP",-1.21,13367580,14618200,290629000,9.43,9.39,9.47,"11/18/2016",8.77
"HP",-0.10,1441933,1760410,104989000,67.18,67.53,68.25,"11/18/2016",65.88
"JBLU",2.25,7701215,6178880,322505000,20.74,20.70,20.73,"11/18/2016",18.21
"EBIX",2.75,238865,237875,24255000,60.15,60.10,60.30,"11/18/2016",56.82
"AMBR",-0.79,249046,390962,14804000,10.75,10.75,11.10,"11/18/2016",9.72
"WDDD.OB",-0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MXL",0.68,836472,975774,56020000,22.19,22.19,22.34,"11/18/2016",20.08
"CMGE",1.30,0,453361,N/A,N/A,N/A,N/A,"8/10/2015",21.10
